Reference,Description,Price A,Category,Codigo de Barra,Rubro,Sub Rubro,Cant x Bulto,Stock,Comprado,Pendiente,Disponible,Temporada,Marca,Características,Observaciones,Price F,Tipo
1012264,Mens S/S Half Collar Linen Shirt - 4 Col,10.5,,_601202209552,HOMBRES,CAMISAS,48,48,0,0,48,MODA,ZOLO JEANS,CAMISA 4 COLORES SURTIDOS S/M/L/XL,,0,REGULAR
1012407,Mens S/S Chino Linen Shirt - Yellow 07,10,,_601202212835,HOMBRES,CAMISAS,48,150,0,0,150,MODA,ZOLO JEANS,Solid Color Pack S1/M2/L2/XL1,,0,REGULAR
1012415,Mens S/S Chino Linen Shirt - Pink 15,10,,_601202214068,HOMBRES,CAMISAS,48,83,0,0,83,MODA,ZOLO JEANS,Solid Color Pack S1/M2/L2/XL1,,0,REGULAR
1012416,Mens S/S Chino Linen Shirt - Charcoal 16,10,,_601202214471,HOMBRES,CAMISAS,48,29,0,0,29,MODA,ZOLO JEANS,Solid Color Pack S1/M2/L2/XL1,,0,REGULAR
1012424,Mens S/S Chino Linen Shirt - Blue 24,10,,_601202216116,HOMBRES,CAMISAS,48,24,0,0,24,MODA,ZOLO JEANS,Solid Color Pack S1/M2/L2/XL1,,0,REGULAR
1012643,Mens S/S Linen Stretch Shirt - Navy 43,10.5,,_601202195664,HOMBRES,CAMISAS,36,53,0,24,29,BASICO,ZOLO JEANS,Solid Color Pack S1/M2/L2/XL1,,0,REGULAR
1012646,Mens S/S Linen Stretch Shirt - Orange 46,10.5,,_601202197309,HOMBRES,CAMISAS,36,59,0,24,35,BASICO,ZOLO JEANS,Solid Color Pack S1/M2/L2/XL1,,0,REGULAR
1012668,Mens S/S Linen Stretch Shirt - Cream 68,10.5,,_601202194841,HOMBRES,CAMISAS,36,41,0,0,41,BASICO,ZOLO JEANS,Solid Color Pack S1/M2/L2/XL1,,0,REGULAR
1012675,Mens S/S Linen Stretch Shirt - Olive 75,10.5,,_601202196890,HOMBRES,CAMISAS,36,125,0,24,101,BASICO,ZOLO JEANS,Solid Color Pack S1/M2/L2/XL1,,0,REGULAR
1013719,Mens S/S Poplin Shirt - 3 Colors,10,,_601202207145,HOMBRES,CAMISAS,36,320,0,0,320,MODA,ZOLO JEANS,Assorted Color Pack S1/M2/L2/XL1,,0,REGULAR
1013728,Mens S/S Poplin Shirt - 3 Colors,10,,_601202210831,HOMBRES,CAMISAS,36,195,0,72,123,MODA,ZOLO JEANS,Assorted Color Pack S1/M2/L2/XL1,,0,REGULAR
1013729,Mens S/S Poplin Shirt - 3 Colors,10,,_601202211241,HOMBRES,CAMISAS,36,372,0,0,372,MODA,ZOLO JEANS,Assorted Color Pack S1/M2/L2/XL1,,0,REGULAR
1013750,Mens Poplin S/S Shirt - 3 Colors,9.5,,_601202202263,HOMBRES,CAMISAS,48,0,432,468,-36,MODA,ZOLO JEANS,CAMISA 3 COLORES SURTIDOS S/M/L/XL,,0,REGULAR
1013751,Mens Linen Cotton Shirt S/S - 3 Colors,9.5,,_601202202676,HOMBRES,CAMISAS,48,0,432,204,228,MODA,ZOLO JEANS,CAMISA 3 COLORES SURTIDOS S/M/L/XL,,0,REGULAR
1013752,Mens S/S Shirt - 3 Color YC019,9.5,,_601202203086,HOMBRES,CAMISAS,48,0,432,36,396,MODA,ZOLO JEANS,CAMISA 3 COLORES SURTIDOS S/M/L/XL,,0,REGULAR
1013753,Mens Mini Waffle Shirt - 3 Col 2601,9.5,,_601202203499,HOMBRES,CAMISAS,48,0,432,36,396,MODA,ZOLO JEANS,CAMISA 3 COLORES SURTIDOS S/M/L/XL,,0,REGULAR
1013754,Mens Mini Waffle Shirt - 3 Col 2601,9.5,,_601202203901,HOMBRES,CAMISAS,48,0,432,288,144,MODA,ZOLO JEANS,CAMISA 3 COLORES SURTIDOS S/M/L/XL,,0,REGULAR
1013755,Mens Mini Waffle Shirt - 3 Col 2601,9.5,,_601202204311,HOMBRES,CAMISAS,48,0,432,72,360,MODA,ZOLO JEANS,CAMISA 3 COLORES SURTIDOS S/M/L/XL,,0,REGULAR
1013756,Mens Oxford S/S Shirt - 3 Colors 6988,9.5,,_601202204724,HOMBRES,CAMISAS,48,0,432,180,252,MODA,ZOLO JEANS,CAMISA 3 COLORES SURTIDOS S/M/L/XL,,0,REGULAR
1013757,Mens Oxford S/S Shirt - 3 Colors 6988,9.5,,_601202205134,HOMBRES,CAMISAS,48,0,432,192,240,MODA,ZOLO JEANS,CAMISA 3 COLORES SURTIDOS S/M/L/XL,,0,REGULAR
1013758,Mens Linen Cotton Shirt S/S - 3 Colors,9.5,,_601202205547,HOMBRES,CAMISAS,48,0,432,144,288,MODA,ZOLO JEANS,CAMISA 3 COLORES SURTIDOS S/M/L/XL,,0,REGULAR
1013759,Mens S/S Shirt - 3 Color YC019,9.5,,_601202205950,HOMBRES,CAMISAS,48,0,432,36,396,MODA,ZOLO JEANS,CAMISA 3 COLORES SURTIDOS S/M/L/XL,,0,REGULAR
1013760,Mens Linen Cotton Shirt S/S - 3 Colors,9.5,,_601202206360,HOMBRES,CAMISAS,48,0,432,252,180,MODA,ZOLO JEANS,CAMISA 3 COLORES SURTIDOS S/M/L/XL,,0,REGULAR
1013761,Mens Mini Waffle Shirt - 3 Col 2601,9.5,,_601202206773,HOMBRES,CAMISAS,48,0,432,0,432,MODA,ZOLO JEANS,CAMISA 3 COLORES SURTIDOS S/M/L/XL,,0,REGULAR
1013762,Mens Mini Waffle Shirt - 3 Col 2601,9.5,,_601202207183,HOMBRES,CAMISAS,48,0,432,216,216,MODA,ZOLO JEANS,CAMISA 3 COLORES SURTIDOS S/M/L/XL,,0,REGULAR
1013763,Mens Oxford S/S Shirt - 3 Colors 6988,9.5,,_601202207596,HOMBRES,CAMISAS,48,0,432,0,432,MODA,ZOLO JEANS,CAMISA 3 COLORES SURTIDOS S/M/L/XL,,0,REGULAR
1013764,Mens S/S Shirt - 3 Color YC019,9.5,,_601202208005,HOMBRES,CAMISAS,48,0,432,216,216,MODA,ZOLO JEANS,CAMISA 3 COLORES SURTIDOS S/M/L/XL,,0,REGULAR
1013765,Mens Poplin S/S Shirt - 3 Colors,9.5,,_601202208418,HOMBRES,CAMISAS,48,0,432,180,252,MODA,ZOLO JEANS,CAMISA 3 COLORES SURTIDOS S/M/L/XL,,0,REGULAR
1013766,Mens Poplin S/S Shirt - 3 Colors,9.5,,_601202208821,HOMBRES,CAMISAS,48,0,432,360,72,MODA,ZOLO JEANS,CAMISA 3 COLORES SURTIDOS S/M/L/XL,,0,REGULAR
1013767,Mens S/S Shirt - 3 Color YC019,9.5,,_601202209231,HOMBRES,CAMISAS,48,0,432,0,432,MODA,ZOLO JEANS,CAMISA 3 COLORES SURTIDOS S/M/L/XL,,0,REGULAR
1013768,Mens Micro Twill S/S Shirt - 3 Colors,9.5,,_601202209644,HOMBRES,CAMISAS,48,0,432,300,132,MODA,ZOLO JEANS,CAMISA 3 COLORES SURTIDOS S/M/L/XL,,0,REGULAR
1013769,Mens LINEN Look S/S Shirt - 3 Colors,9.5,,_601202210053,HOMBRES,CAMISAS,48,0,432,432,0,MODA,ZOLO JEANS,CAMISA 3 COLORES SURTIDOS S/M/L/XL,,0,REGULAR
1013770,Mens LINEN Look S/S Shirt - 3 Colors,9.5,,_601202210466,HOMBRES,CAMISAS,48,0,432,528,-96,MODA,ZOLO JEANS,CAMISA 3 COLORES SURTIDOS S/M/L/XL,,0,REGULAR
1013771,Mens LINEN Look S/S Shirt - 3 Colors,9.5,,_601202210879,HOMBRES,CAMISAS,48,0,432,456,-24,MODA,ZOLO JEANS,CAMISA 3 COLORES SURTIDOS S/M/L/XL,,0,REGULAR
1013772,Mens LINEN Look S/S Shirt - 3 Colors,9.5,,_601202211289,HOMBRES,CAMISAS,48,0,432,312,120,MODA,ZOLO JEANS,CAMISA 3 COLORES SURTIDOS S/M/L/XL,,0,REGULAR
1013773,Mens LINEN Look S/S Shirt - 3 Colors,9.5,,_601202211692,HOMBRES,CAMISAS,48,0,432,252,180,MODA,ZOLO JEANS,CAMISA 3 COLORES SURTIDOS S/M/L/XL,,0,REGULAR
1013774,Mens LINEN Look S/S Shirt - 3 Colors,9.5,,_601202212101,HOMBRES,CAMISAS,48,0,432,120,312,MODA,ZOLO JEANS,CAMISA 3 COLORES SURTIDOS S/M/L/XL,,0,REGULAR
1013775,Mens Linen Cotton Shirt S/S - 3 Colors,9.5,,_601202212514,HOMBRES,CAMISAS,48,0,432,156,276,MODA,ZOLO JEANS,CAMISA 3 COLORES SURTIDOS S/M/L/XL,,0,REGULAR
1023550,MENS PREMIUM BASIC T - BLACK 0,5,BASICO,_601202139569,HOMBRES,T-SHIRT,48,14,1056,12,1058,BASICO,ZOLO JEANS,Solid Color Pack 2/S 4/M 4/L 2/XL,MINIMO DE COMPRA 12 PZ,1,MANGA CORTA
1023551,MENS PREMIUM BASIC T - WHITE 1,5,BASICO,_601202139576,HOMBRES,T-SHIRT,48,43,720,0,763,BASICO,ZOLO JEANS,Solid Color Pack 2/S 4/M 4/L 2/XL,MINIMO DE COMPRA 12 PZ,1,MANGA CORTA
1023552,MENS PREMIUM BASIC T - LT GREY 37,5,BASICO,_601202139583,HOMBRES,T-SHIRT,48,42,192,0,234,BASICO,ZOLO JEANS,Solid Color Pack 2/S 4/M 4/L 2/XL,MINIMO DE COMPRA 12 PZ,1,MANGA CORTA
1023553,MENS PREMIUM BASIC T - DK GREY 94,5,BASICO,_601202139590,HOMBRES,T-SHIRT,48,53,0,12,41,BASICO,ZOLO JEANS,Solid Color Pack 2/S 4/M 4/L 2/XL,MINIMO DE COMPRA 12 PZ,1,MANGA CORTA
1023554,MENS PREMIUM BASIC T - NVY 127,5,BASICO,_601202139606,HOMBRES,T-SHIRT,48,13,240,12,241,BASICO,ZOLO JEANS,Solid Color Pack 2/S 4/M 4/L 2/XL,MINIMO DE COMPRA 12 PZ,1,MANGA CORTA
1023555,MENS PREMIUM BASIC T - WINE 47,5,BASICO,_601202139613,HOMBRES,T-SHIRT,48,144,720,480,384,BASICO,ZOLO JEANS,Solid Color Pack 2/S 4/M 4/L 2/XL,MINIMO DE COMPRA 12 PZ,1,MANGA CORTA
1023556,MENS PREMIUM BASIC T - RED 07,5,BASICO,_601202139620,HOMBRES,T-SHIRT,48,108,240,0,348,BASICO,ZOLO JEANS,Solid Color Pack 2/S 4/M 4/L 2/XL,MINIMO DE COMPRA 12 PZ,1,MANGA CORTA
1023557,MENS PREMIUM BASIC T - OLIVE 87,5,BASICO,_601202139637,HOMBRES,T-SHIRT,48,156,144,0,300,BASICO,ZOLO JEANS,Solid Color Pack 2/S 4/M 4/L 2/XL,MINIMO DE COMPRA 12 PZ,1,MANGA CORTA
1023560,MENS PREMIUM BASIC T - YELLOW 17,5,BASICO,_601202156399,HOMBRES,T-SHIRT,48,227,0,0,227,BASICO,ZOLO JEANS,Solid Color Pack 2/S 4/M 4/L 2/XL,MINIMO DE COMPRA 12 PZ,1,MANGA CORTA
1023561,MENS PREMIUM BASIC T - ROSE 92,5,BASICO,_601202156405,HOMBRES,T-SHIRT,48,174,0,12,162,BASICO,ZOLO JEANS,Solid Color Pack 2/S 4/M 4/L 2/XL,MINIMO DE COMPRA 12 PZ,1,MANGA CORTA
1023562,MENS PREMIUM BASIC T - LT BLUE 10,5,BASICO,_601202156412,HOMBRES,T-SHIRT,48,119,144,0,263,BASICO,ZOLO JEANS,Solid Color Pack 2/S 4/M 4/L 2/XL,MINIMO DE COMPRA 12 PZ,1,MANGA CORTA
1023563,MENS PREMIUM BASIC T - MUSTARD 140,5,BASICO,_601202156429,HOMBRES,T-SHIRT,48,52,0,0,52,BASICO,ZOLO JEANS,Solid Color Pack 2/S 4/M 4/L 2/XL,MINIMO DE COMPRA 12 PZ,1,MANGA CORTA
1023564,MENS PREMIUM BASIC T - BRICK 138,5,BASICO,,HOMBRES,T-SHIRT,48,229,0,12,217,BASICO,ZOLO JEANS,SOLID COLOR PACK 2/S 4/M 4/L 2/XL,MINIMO DE COMPRA 12 PZ,1,MANGA CORTA
1023570,MENS PREMIUM BASIC V - BLACK 02,5,BASICO,_601202156443,HOMBRES,T-SHIRT,48,14,1056,0,1070,BASICO,ZOLO JEANS,Solid Color Pack 2/S 4/M 4/L 2/XL,MINIMO DE COMPRA 12 PZ,1,MANGA CORTA
1023571,MENS PREMIUM BASIC V - WHITE 166,5,BASICO,_601202156450,HOMBRES,T-SHIRT,48,154,720,0,874,BASICO,ZOLO JEANS,Solid Color Pack 2/S 4/M 4/L 2/XL,MINIMO DE COMPRA 12 PZ,1,MANGA CORTA
1023572,MENS PREMIUM BASIC V - LT GREY 37,5,BASICO,_601202156467,HOMBRES,T-SHIRT,48,0,288,0,288,BASICO,ZOLO JEANS,Solid Color Pack 2/S 4/M 4/L 2/XL,MINIMO DE COMPRA 12 PZ,1,MANGA CORTA
1023573,MENS PREMIUM BASIC V - DK GREY 94,5,BASICO,_601202156474,HOMBRES,T-SHIRT,48,66,240,12,294,BASICO,ZOLO JEANS,Solid Color Pack 2/S 4/M 4/L 2/XL,MINIMO DE COMPRA 12 PZ,1,MANGA CORTA
1023574,MENS PREMIUM BASIC V - NAVY 127,5,BASICO,_601202156481,HOMBRES,T-SHIRT,48,125,240,12,353,BASICO,ZOLO JEANS,Solid Color Pack 2/S 4/M 4/L 2/XL,MINIMO DE COMPRA 12 PZ,1,MANGA CORTA
1023575,MENS PREMIUM BASIC V - WINE 47,5,BASICO,_601202156498,HOMBRES,T-SHIRT,48,48,288,0,336,BASICO,ZOLO JEANS,Solid Color Pack 2/S 4/M 4/L 2/XL,MINIMO DE COMPRA 12 PZ,1,MANGA CORTA
1023576,MENS PREMIUM BASIC V - RED 07,5,BASICO,_601202156504,HOMBRES,T-SHIRT,48,63,240,0,303,BASICO,ZOLO JEANS,Solid Color Pack 2/S 4/M 4/L 2/XL,MINIMO DE COMPRA 12 PZ,1,MANGA CORTA
1023577,MENS PREMIUM BASIC V - OLIVE 87,5,BASICO,_601202156511,HOMBRES,T-SHIRT,48,42,288,0,330,BASICO,ZOLO JEANS,Solid Color Pack 2/S 4/M 4/L 2/XL,MINIMO DE COMPRA 12 PZ,1,MANGA CORTA
1023578,MENS PREMIUM BASIC V - MUSTARD 140,5,BASICO,_601202161195,HOMBRES,T-SHIRT,48,2,240,0,242,BASICO,ZOLO JEANS,Solid Color Packing S/M/L/XL,MINIMO DE COMPRA 12 PZ,1,MANGA CORTA
1023579,MENS PREMIUM BASIC V - PINK 92,5,BASICO,_601202161201,HOMBRES,T-SHIRT,48,192,0,0,192,BASICO,ZOLO JEANS,Solid Color Packing S/M/L/XL,MINIMO DE COMPRA 12 PZ,1,MANGA CORTA
1023580,MENS PREMIUM BASIC V - BRICK 138,5,BASICO,_601202161218,HOMBRES,T-SHIRT,48,258,0,0,258,BASICO,ZOLO JEANS,Solid Color Packing S/M/L/XL,MINIMO DE COMPRA 12 PZ,1,MANGA CORTA
1023630,Mens Basic S/S Henley - Black 02,6,BASICO,_601202161225,HOMBRES,T-SHIRT,48,381,0,48,333,BASICO,ZOLO JEANS,Solid Color Packing S/M/L/XL,MINIMO DE COMPRA 12 PZ,6,HENLEY
1023631,Mens Basic S/S Henley - White 166,6,BASICO,_601202161232,HOMBRES,T-SHIRT,48,437,0,101,336,BASICO,ZOLO JEANS,Solid Color Packing S/M/L/XL,MINIMO DE COMPRA 12 PZ,6,HENLEY
1023633,Mens Basic S/S Henley - Navy 127,6,BASICO,_601202161256,HOMBRES,T-SHIRT,48,302,0,60,242,BASICO,ZOLO JEANS,Solid Color Packing S/M/L/XL,MINIMO DE COMPRA 12 PZ,6,HENLEY
1023634,Mens Basic S/S Henley - Wine 47,6,BASICO,_601202161263,HOMBRES,T-SHIRT,48,167,0,12,155,BASICO,ZOLO JEANS,Solid Color Packing S/M/L/XL,MINIMO DE COMPRA 12 PZ,6,HENLEY
1023635,Mens Basic S/S Henley - Olive 87,6,BASICO,_601202161270,HOMBRES,T-SHIRT,48,221,0,12,209,BASICO,ZOLO JEANS,Solid Color Packing S/M/L/XL,MINIMO DE COMPRA 12 PZ,6,HENLEY
1023636,Mens Basic S/S Henley - Mustard,6,BASICO,_601202163991,HOMBRES,T-SHIRT,48,33,0,12,21,BASICO,ZOLO JEANS,Solid Color Packing S/M/L/XL,MINIMO DE COMPRA 12 PZ,0,HENLEY
1023637,Mens Basic S/S Henley - Lt Blue 276,6,,_601202173921,HOMBRES,T-SHIRT,48,312,0,144,168,BASICO,ZOLO JEANS,Solid Color Pack Tallas S-M-L-XL,,0,REGULAR
1023638,Mens Basic S/S Henley - Pink 92,6,,_601202173938,HOMBRES,T-SHIRT,48,300,0,192,108,BASICO,ZOLO JEANS,Solid Color Pack Tallas S-M-L-XL,,0,REGULAR
1023639,Mens Basic S/S Henley - Lt Brick 105,6,,_601202173945,HOMBRES,T-SHIRT,48,88,0,12,76,BASICO,ZOLO JEANS,Solid Color Pack Tallas S-M-L-XL,,0,REGULAR
1023640,Mens Basic S/S Henley - Lt Grey 264,6,,_601202173952,HOMBRES,T-SHIRT,48,24,0,12,12,BASICO,ZOLO JEANS,Solid Color Pack Tallas S-M-L-XL,,0,REGULAR
1023641,MENS BASIC S/S HENLEY - SEA GREEN 261,6.5,,_601202197699,HOMBRES,T-SHIRT,48,129,0,9,120,BASICO,ZOLO JEANS,Solid Color Pack - Assorted Sizes S-XL,,0,REGULAR
1023643,MENS BASIC S/S HENLEY - LT KHAKI 180,6.5,,_601202198511,HOMBRES,T-SHIRT,48,201,0,12,189,BASICO,ZOLO JEANS,Solid Color Pack - Assorted Sizes S-XL,,0,REGULAR
1023644,Mens Basic S/S Henley - Dk Khaki 157,6,,_601202190379,HOMBRES,T-SHIRT,48,118,0,0,118,BASICO,ZOLO JEANS,Solid Color Pack S-M-L-XL,,0,REGULAR
1023645,Mens Basic S/S Henley - Teal 298,6,,_601202190782,HOMBRES,T-SHIRT,48,117,0,0,117,BASICO,ZOLO JEANS,Solid Color Pack S-M-L-XL,,0,REGULAR
1023646,Mens Basic S/S Henley - Down Yellow 279,6,,_601202191192,HOMBRES,T-SHIRT,48,116,0,0,116,BASICO,ZOLO JEANS,Solid Color Pack S-M-L-XL,,0,REGULAR
1023647,Mens Basic S/S Henley - Deep Blue 161,6,,_601202191604,HOMBRES,T-SHIRT,48,130,0,0,130,BASICO,ZOLO JEANS,Solid Color Pack S-M-L-XL,,0,REGULAR
1024401,Mens Premium Basic T - Sea Green 261,5,,_601202167234,HOMBRES,T-SHIRT,48,0,240,0,240,BASICO,ZOLO JEANS,Solid Color Pack Tallas S-M-L-XL,,1,REGULAR
1024402,MENS PREMIUM BASIC T - SEA BLUE 93,5,,_601202167296,HOMBRES,T-SHIRT,48,166,0,12,154,BASICO,ZOLO JEANS,Solid Color Pack Tallas S-M-L-XL,,1,REGULAR
1024403,Mens Premium Basic T - Lt Khaki 263,5,,_601202167302,HOMBRES,T-SHIRT,48,100,0,0,100,BASICO,ZOLO JEANS,Solid Color Pack Tallas S-M-L-XL,,1,REGULAR
1024404,Mens Premium Basic T - Old Pink 278,5,,_601202167319,HOMBRES,T-SHIRT,48,0,240,0,240,BASICO,ZOLO JEANS,Solid Color Pack Tallas S-M-L-XL,,1,REGULAR
1024404X,Mens XL XL Premium Basic T - Old Pink 27,5.5,,_601202207169,PAPA SIZE,T-SHIRT,48,94,0,0,94,BASICO,ZOLO JEANS,Solid Color Pack - BIG SIZES 1XL-2XL-3XL,,1.15,REGULAR
1024405,Mens Premium Basic T - Down Yell 279,5,,_601202167326,HOMBRES,T-SHIRT,48,96,0,0,96,BASICO,ZOLO JEANS,Solid Color Pack Tallas S-M-L-XL,,1,REGULAR
1024405X,Mens XL XL Premium Basic T - Down Yell 2,5.5,,_601202207572,PAPA SIZE,T-SHIRT,48,108,0,0,108,BASICO,ZOLO JEANS,Solid Color Pack - BIG SIZES 1XL-2XL-3XL,,1.15,REGULAR
1024407,Mens Premium Basic T - Tang Orange 186,5,,_601202167340,HOMBRES,T-SHIRT,48,186,0,12,174,BASICO,ZOLO JEANS,Solid Color Pack Tallas S-M-L-XL,,1,REGULAR
1024408,Mens Premium Basic T - Orange 132,5,,_601202167357,HOMBRES,T-SHIRT,48,15,144,0,159,BASICO,ZOLO JEANS,Solid Color Pack Tallas S-M-L-XL,,1,REGULAR
1024409,Mens Premium Basic T - Lt Brick 105,5,,_601202167364,HOMBRES,T-SHIRT,48,90,144,0,234,BASICO,ZOLO JEANS,Solid Color Pack Tallas S-M-L-XL,,1,REGULAR
1024410,Mens Premium Basic T - Br Yellow 73,5,,_601202167371,HOMBRES,T-SHIRT,48,37,192,0,229,BASICO,ZOLO JEANS,Solid Color Pack Tallas S-M-L-XL,,1,REGULAR
1024411X,Mens XL Premium Basic T - Sun 226,5.5,,_601202208395,PAPA SIZE,T-SHIRT,48,107,0,0,107,BASICO,ZOLO JEANS,Solid Color Pack - BIG SIZES 1XL-2XL-3XL,,1.15,REGULAR
1024412,Mens Premium Basic T - Sea Blue 93,5,,_601202167395,HOMBRES,T-SHIRT,48,14,240,12,242,BASICO,ZOLO JEANS,Solid Color Pack Tallas S-M-L-XL,,1,REGULAR
1024413,Mens Premium Basic T - Jungle Green 77,5,,_601202167401,HOMBRES,T-SHIRT,48,0,192,0,192,BASICO,ZOLO JEANS,Solid Color Pack Tallas S-M-L-XL,,1,REGULAR
1024415,Mens Premium Basic T - Purple 239,5,,_601202193196,HOMBRES,T-SHIRT,48,0,288,0,288,BASICO,ZOLO JEANS,Solid Color Pack - Assorted Sizes S-XL,,1,REGULAR
1024416,Mens Premium Basic T - New Mustard 208,5,,_601202193608,HOMBRES,T-SHIRT,48,0,240,0,240,BASICO,ZOLO JEANS,Solid Color Pack - Assorted Sizes S-XL,,1,REGULAR
1024417,Mens Premium Basic T - Teal 298,5,,_601202194018,HOMBRES,T-SHIRT,48,147,0,0,147,BASICO,ZOLO JEANS,Solid Color Pack - Assorted Sizes S-XL,,1,REGULAR
1024418,Mens Premium Basic T - Tan 295,5,,_601202194421,HOMBRES,T-SHIRT,48,179,0,0,179,BASICO,ZOLO JEANS,Solid Color Pack - Assorted Sizes S-XL,,1,REGULAR
1024418X,Mens XL Premium Basic T - Tan 295,5.5,,_601202210039,PAPA SIZE,T-SHIRT,48,101,0,0,101,BASICO,ZOLO JEANS,Solid Color Pack - BIG SIZES 1XL-2XL-3XL,,1.15,REGULAR
1024419,Mens Premium Basic T - Camel 238,5,,_601202194834,HOMBRES,T-SHIRT,48,45,0,0,45,BASICO,ZOLO JEANS,Solid Color Pack - Assorted Sizes S-XL,,1,REGULAR
1024420,Mens Premium Basic T - Salte Bl 161,5,,_601202206742,HOMBRES,T-SHIRT,48,194,0,0,194,BASICO,ZOLO JEANS,Solid Color Pack - Assorted Sizes S-XL,,1,REGULAR
1024421,Mens Premium Basic T - Grass Grn 97,5,,_601202207152,HOMBRES,T-SHIRT,48,0,192,0,192,BASICO,ZOLO JEANS,Solid Color Pack - Assorted Sizes S-XL,,1,REGULAR
1024422,Mens Premium Basic T - Brown 189,5,,_601202187911,HOMBRES,T-SHIRT,48,118,0,0,118,BASICO,ZOLO JEANS,Solid Color Pack S-M-L-XL,,1,REGULAR
1024423,Mens Premium Basic T - Lila 200,5,,_601202188321,HOMBRES,T-SHIRT,48,77,0,0,77,BASICO,ZOLO JEANS,Solid Color Pack S-M-L-XL,,1,REGULAR
1024501,MENS PREMIUM BASIC V - SEA GREEN 261,5,,_601202167425,HOMBRES,T-SHIRT,48,0,240,0,240,BASICO,ZOLO JEANS,Solid Color Pack Tallas S-M-L-XL,,1,REGULAR
1024502,MENS PREMIUM BASIC V - SEA BLUE 261,5,,_601202167432,HOMBRES,T-SHIRT,48,0,144,48,96,BASICO,ZOLO JEANS,Solid Color Pack Tallas S-M-L-XL,,1,REGULAR
1024504,MENS PREMIUM BASIC V - OLD PINK 278,5,,_601202167456,HOMBRES,T-SHIRT,48,160,0,0,160,BASICO,ZOLO JEANS,Solid Color Pack Tallas S-M-L-XL,,1,REGULAR
1024504X,Mens XL XL Premium Basic V - Old Pink 27,5,,_601202213726,PAPA SIZE,T-SHIRT,48,47,0,0,47,BASICO,ZOLO JEANS,Solid Color Pack - BIG SIZES 1XL-2XL-3XL,,1,REGULAR
1024505,MENS PREMIUM BASIC V - DOWN YELL 27,5,,_601202167463,HOMBRES,T-SHIRT,48,12,0,0,12,BASICO,ZOLO JEANS,Solid Color Pack Tallas S-M-L-XL,,1,REGULAR
1024505X,Mens XL XL Premium Basic V - Down Yell 2,5,,_601202214136,PAPA SIZE,T-SHIRT,48,142,0,0,142,BASICO,ZOLO JEANS,Solid Color Pack - BIG SIZES 1XL-2XL-3XL,,1,REGULAR
1024507,MENS PREMIUM BASIC V - TANG ORANGE,5,,_601202167487,HOMBRES,T-SHIRT,48,210,0,0,210,BASICO,ZOLO JEANS,Solid Color Pack Tallas S-M-L-XL,,1,REGULAR
1024508,MENS PREMIUM BASIC V - ORANGE 132,5,,_601202167494,HOMBRES,T-SHIRT,48,2,240,0,242,BASICO,ZOLO JEANS,Solid Color Pack Tallas S-M-L-XL,,1,REGULAR
1024509,MENS PREMIUM BASIC V - LT BRICK 105,5,,_601202167500,HOMBRES,T-SHIRT,48,202,0,0,202,BASICO,ZOLO JEANS,Solid Color Pack Tallas S-M-L-XL,,1,REGULAR
1024510,MENS PREMIUM BASIC V - BR YELLOW 73,5,,_601202167517,HOMBRES,T-SHIRT,48,82,0,0,82,BASICO,ZOLO JEANS,Solid Color Pack Tallas S-M-L-XL,,1,REGULAR
1024511,MENS PREMIUM BASIC V - SUN 226,5,,_601202167524,HOMBRES,T-SHIRT,48,150,0,0,150,BASICO,ZOLO JEANS,Solid Color Pack Tallas S-M-L-XL,,1,REGULAR
1024511X,Mens XL Premium Basic V - Sun 226,5,,_601202214952,PAPA SIZE,T-SHIRT,48,107,0,0,107,BASICO,ZOLO JEANS,Solid Color Pack - BIG SIZES 1XL-2XL-3XL,,1,REGULAR
1024512,MENS PREMIUM BASIC V - SEA BLUE 93,5,,_601202167531,HOMBRES,T-SHIRT,48,258,0,12,246,BASICO,ZOLO JEANS,Solid Color Pack Tallas S-M-L-XL,,1,REGULAR
1024512X,Mens XL Premium Basic V - Sea Blue 93,5,,_601202215362,PAPA SIZE,T-SHIRT,48,59,0,0,59,BASICO,ZOLO JEANS,Solid Color Pack - BIG SIZES 1XL-2XL-3XL,,1,REGULAR
1024513,MENS PREMIUM BASIC V - JUNGLE GREEN 77,5,,_601202167548,HOMBRES,T-SHIRT,48,265,0,12,253,BASICO,ZOLO JEANS,Solid Color Pack Tallas S-M-L-XL,,1,REGULAR
1024514,MENS PREMIUM BASIC V - APPLE GREEN 270,5,,_601202167555,HOMBRES,T-SHIRT,48,0,192,0,192,BASICO,ZOLO JEANS,Solid Color Pack Tallas S-M-L-XL,,1,REGULAR
1024515,Mens Premium Basic V - Purple 239,5,,_601202195244,HOMBRES,T-SHIRT,48,12,144,0,156,BASICO,ZOLO JEANS,Solid Color Pack - Assorted Sizes S-XL,,1,REGULAR
1024516,Mens Premium Basic V - New Mustard 208,5,,_601202195657,HOMBRES,T-SHIRT,48,58,192,0,250,BASICO,ZOLO JEANS,Solid Color Pack - Assorted Sizes S-XL,,1,REGULAR
1024517,Mens Premium Basic V - Teal 298,5,,_601202196067,HOMBRES,T-SHIRT,48,215,0,0,215,BASICO,ZOLO JEANS,Solid Color Pack - Assorted Sizes S-XL,,1,REGULAR
1024517X,Mens XL Premium Basic V - Teal 298,5,,_601202216185,PAPA SIZE,T-SHIRT,48,82,0,0,82,BASICO,ZOLO JEANS,Solid Color Pack - BIG SIZES 1XL-2XL-3XL,,1,REGULAR
