Reference,Description,Price A,Category,Codigo de Barra,Rubro,Sub Rubro,Cant x Bulto,Stock,Comprado,Pendiente,Disponible,Temporada,Marca,Características,Observaciones,Price F,Tipo
1063411,Mens Stretch Knit Active Shorts - 2 Colo,6.5,,_601202165384,HOMBRES,SHORTS,48,67,0,48,19,MODA,ZOLO JEANS,"COLORES BLACK, GREY TALLAS S-XL",,0,REGULAR
1063412,MENS STRETCH KNIT ACTIVE SHORTS - 2 COLO,6.5,,_601202165391,HOMBRES,SHORTS,48,210,0,144,66,MODA,ZOLO JEANS,"COLORES BLACK, GREY, NAVY TALLAS S-XL",,0,REGULAR
1063416,MENS 4 WAY STRETCH ACTIVE SHORTS - 4 COL,6.5,,_601202165438,HOMBRES,SHORTS,48,42,0,0,42,MODA,ZOLO JEANS,"COLORES BLACK, GREY TALLAS S-XL",,0,REGULAR
1063420,MENS BASIC 4X STRETCH ACT SHORT - BLACK,6.5,,_601202165445,HOMBRES,SHORTS,48,406,0,36,370,BASICO,ZOLO JEANS,COLOR BLACK S-XL,,0,REGULAR
1063421,MENS BASIC 4X STRETCH ACT SHORT - DK GRY,6.5,,_601202165452,HOMBRES,SHORTS,48,225,0,36,189,BASICO,ZOLO JEANS,"COLORES BLACK, GREY TALLAS S-XL",,0,REGULAR
1063422,MENS BASIC 4X STRETCH ACT SHORT - NAVY,6.5,,_601202165469,HOMBRES,SHORTS,48,173,0,24,149,BASICO,ZOLO JEANS,"COLORES BLACK, GREY TALLAS S-XL",,0,REGULAR
1063423,MENS BASIC 4X STRETCH ACT SHORT - ROYAL,6.5,,_601202165476,HOMBRES,SHORTS,48,133,0,96,37,BASICO,ZOLO JEANS,"COLORES BLACK, GREY TALLAS S-XL",,0,REGULAR
1063424,MENS BASIC 4X STRETCH ACT SHORT - OLIVE,6.5,,_601202165483,HOMBRES,SHORTS,48,79,0,24,55,BASICO,ZOLO JEANS,"COLORES BLACK, GREY TALLAS S-XL",,0,REGULAR
1063426,MENS 4X STRETCH ACTIVE SHORT - LT BLUE,7.5,,_601202214099,HOMBRES,SHORTS,24,224,0,12,212,BASICO,ZOLO JEANS,Solid Color Pack - Tallas S-XL,,0,REGULAR
1063428,Mens Basic 4X Active Short - Khaki 24,6.5,,_601202217410,HOMBRES,SHORTS,48,122,0,24,98,MODA,ZOLO JEANS,Solid Color Pack - Tallas S-XL,,0,REGULAR
1063429,Mens Basic 4X Active Short - Wine 68,6.5,,_601202217823,HOMBRES,SHORTS,24,69,0,24,45,MODA,ZOLO JEANS,Solid Color Pack - Tallas S-XL,,0,REGULAR
1063450,MENS BASIC JOGGER SHORTS - 44 STONE,7.5,,_601202167753,HOMBRES,SHORTS,48,60,0,12,48,BASICO,ZOLO JEANS,"COLOR UNICO WHITE, TALLAS S-XL",,0,REGULAR
1063451,MENS BASIC JOGGER SHORTS - 12 GREEN,7.5,,_601202167760,HOMBRES,SHORTS,48,168,0,12,156,BASICO,ZOLO JEANS,COLOR UNICO GREEN  TALLAS S-XL,,0,REGULAR
1063456,MENS BASIC JOGGER SHORTS - 30 ROSE PINK,7.5,,_601202167814,HOMBRES,SHORTS,48,96,0,12,84,BASICO,ZOLO JEANS,"COLOR UNICO ROSE PINK, TALLAS S-XL",,0,REGULAR
1063459,MENS BASIC JOGGER SHORTS - 22 CREAM,7.5,,_601202167845,HOMBRES,SHORTS,48,180,0,36,144,BASICO,ZOLO JEANS,"COLOR UNICO CREAM, TALLAS S-XL",,0,REGULAR
1063460,MENS BASIC JOGGER SHORTS - 376 NEW GREEN,7.5,JEANS BASICO,_601202167852,HOMBRES,SHORTS,48,192,0,12,180,BASICO,ZOLO JEANS,"COLOR UNICO NEW GREEN, TALLAS S-XL",,0,REGULAR
1063470,Mens 4 Way Stretch Active Shorts - 4 Col,7.5,,_601202212453,HOMBRES,SHORTS,24,65,0,0,65,MODA,ZOLO JEANS,"COLORES BLACK, GREY TALLAS S-XL",,0,REGULAR
1063471,Mens 4 Way Stretch Active Shorts - 4 Col,7.5,,_601202212866,HOMBRES,SHORTS,48,343,0,192,151,MODA,ZOLO JEANS,"COLORES BLACK, GREY TALLAS S-XL",,0,REGULAR
1063475,MENS MODAL JOGGER SHORTS - 6 COLORS,8,,_601202200986,HOMBRES,SHORTS,72,239,0,216,23,MODA,ZOLO JEANS,6 Colores Surtidos - Tallas S-XL,,0,REGULAR
1063491,Mens Amphybian Active Short - 4 Colors,6.5,,_601202218646,HOMBRES,SHORTS,48,171,0,0,171,MODA,ZOLO JEANS,Assorted 4 Color Pack - Tallas S-XL,,0,REGULAR
1063495,Mens Elite Stripe Active Short - 4 Color,6.5,,_601202218233,HOMBRES,SHORTS,48,101,0,0,101,MODA,ZOLO JEANS,Assorted 4 Color Pack - Tallas S-XL,,0,REGULAR
1063568,New 4WayX  Hybrid Short - Pink 8,8,,_601202189137,HOMBRES,SHORTS,24,327,0,216,111,MODA,ZOLO JEANS,Solid Color Pack - Tallas S-XL,,0,REGULAR
1063569,New 4WayX  Hybrid Short - White Grey 04,8,,_601202189540,HOMBRES,SHORTS,24,83,0,0,83,MODA,ZOLO JEANS,Solid Color Pack - Tallas S-XL,,0,BASICO
1063570,New 4WayX  Hybrid Short - 01 Black,8.5,BASICO,_601202200191,HOMBRES,SHORTS,24,76,0,12,64,MODA,ZOLO JEANS,Solid Color Pack - Tallas S-XL,,0,BASICO
1063571,New 4WayX  Hybrid Short - 13 Charcoal,8,,_601202200603,HOMBRES,SHORTS,24,99,0,0,99,MODA,ZOLO JEANS,Solid Color Pack - Tallas S-XL,,0,REGULAR
1063572,New 4WayX  Hybrid Short - 05 Blue,8,,_601202201013,HOMBRES,SHORTS,24,81,0,0,81,MODA,ZOLO JEANS,Solid Color Pack - Tallas S-XL,,0,REGULAR
1063573,New 4WayX  Hybrid Short - 02 Olive,8,,_601202201426,HOMBRES,SHORTS,24,225,0,0,225,MODA,ZOLO JEANS,Solid Color Pack - Tallas S-XL,,0,REGULAR
1063574,New 4WayX  Hybrid Short - 11 Brown,8,,_601202201839,HOMBRES,SHORTS,24,297,0,12,285,MODA,ZOLO JEANS,Solid Color Pack - Tallas S-XL,,0,REGULAR
1063575,New 4WayX  Hybrid Short - 14 Lt Grey,8,,_601202202249,HOMBRES,SHORTS,24,46,0,12,34,MODA,ZOLO JEANS,Solid Color Pack - Tallas S-XL,,0,REGULAR
1063576,New 4WayX  Hybrid Short - 09 Lt Blue,8,,_601202202652,HOMBRES,SHORTS,24,177,0,0,177,MODA,ZOLO JEANS,Solid Color Pack - Tallas S-XL,,0,REGULAR
1063577,New 4WayX  Hybrid Short - 15 Khaki,8,,_601202203888,HOMBRES,SHORTS,24,153,0,0,153,MODA,ZOLO JEANS,Solid Color Pack - Tallas S-XL,,0,REGULAR
1063578,New 4WayX  Hybrid Short - Grey 6,8,,_601202189953,HOMBRES,SHORTS,24,318,0,216,102,MODA,ZOLO JEANS,Solid Color Pack - Tallas S-XL,,0,REGULAR
1063579,New 4WayX  Hybrid Short - Stone 7,8,,_601202190362,HOMBRES,SHORTS,24,359,0,228,131,MODA,ZOLO JEANS,Solid Color Pack - Tallas S-XL,,0,REGULAR
1063620,Mens Modal Joger Short - 4 Colors,7.5,,_601202191611,HOMBRES,PANTALON,48,0,480,0,480,MODA,ZOLO JEANS,4 Colors Assorted - S/M/L/XL,,0,REGULAR
1063621,Mens Modal Joger Short - 4 Colors,7.5,,_601202192021,HOMBRES,PANTALON,48,0,480,0,480,MODA,ZOLO JEANS,4 Colors Assorted - S/M/L/XL,,0,REGULAR
1064700,Mens Prem Lounge Short - Black 146,7.5,,_601202198504,HOMBRES,SHORTS,48,177,0,0,177,MODA,ZOLO JEANS,"COLOR UNICO, TALLAS S-XL",,0,REGULAR
1064702,MENS PREM LOUNGE SHORT - NAVY 70,7.5,,_601202199327,HOMBRES,SHORTS,48,204,0,0,204,MODA,ZOLO JEANS,"COLOR UNICO, TALLAS S-XL",,0,REGULAR
1064703,MENS PREM LOUNGE SHORT - BRICK 80,7.5,,_601202199730,HOMBRES,SHORTS,48,72,0,0,72,MODA,ZOLO JEANS,"COLOR UNICO, TALLAS S-XL",,0,REGULAR
1064706,MENS PREM LOUNGE SHORT - MUSTARD 83,7.5,,_601202200962,HOMBRES,SHORTS,48,252,0,96,156,MODA,ZOLO JEANS,"COLOR UNICO, TALLAS S-XL",,0,REGULAR
1064707,MENS PREM LOUNGE SHORT - GREEN 90,7.5,,_601202201372,HOMBRES,SHORTS,48,167,0,0,167,MODA,ZOLO JEANS,"COLOR UNICO, TALLAS S-XL",,0,REGULAR
1064709,Mens Prem Lounge Short - Olive 134,7.5,,_601202202195,HOMBRES,SHORTS,48,180,0,0,180,MODA,ZOLO JEANS,"COLOR UNICO, TALLAS S-XL",,0,REGULAR
1070403,MEN'S 4WAYX HYBRID SHORTS - GREY,7.5,,_601202216147,HOMBRES,SHORTS,24,24,0,12,12,MODA,ZOLO JEANS,SOLID COLOR PACK S-XL - GREY,,0,REGULAR
1070404,MEN'S 4WAYX HYBRID SHORTS - BLUE,7.5,,_601202216550,HOMBRES,SHORTS,24,60,0,12,48,MODA,ZOLO JEANS,SOLID COLOR PACK S-XL - BLUE,,0,REGULAR
1070407,MEN'S 4WAYX HYBRID SHORTS - MID GREY,7.5,,_601202217786,HOMBRES,SHORTS,24,72,0,0,72,MODA,ZOLO JEANS,SOLID COLOR PACK S-XL - MID GREY,,0,REGULAR
1070408,MEN'S 4WAYX HYBRID SHORTS - LT GREY,7.5,,_601202218196,HOMBRES,SHORTS,24,84,0,0,84,MODA,ZOLO JEANS,SOLID COLOR PACK S-XL - LT GREY,,0,REGULAR
1070422,MEN'S 4WAYX HYBRID SHORTS - 4 COLORS,7.5,,_601202187867,HOMBRES,SHORTS,48,382,0,0,382,MODA,ZOLO JEANS,ASSORTED COLOR PACKING -  4 COLORS,,0,REGULAR
1080480.3,JEANS BASICO P/HOMBRE MED BLUE 30,10,OFERTA,,HOMBRES,JEANS,48,184,0,0,184,BASICO,ZOLO JEANS,MED. BLUE SIZE 30,MINIMO DE COMPRA 12 PZ,5,"REGULAR, TALLA 30"
1080484.3,JEANS BASICO P/HOMBRE BLUE GREY 30,10,OFERTA,,HOMBRES,JEANS,48,281,0,0,281,BASICO,ZOLO JEANS,BLUE GREY SIZE 30,MINIMO DE COMPRA 12 PZ,5,"REGULAR, TALLA 30"
1083024,5-Pocket Twill Pants (183-11)  - KHAKI,10,"BASICO, 183 TWILL",_616245029371,HOMBRES,PANTALON,24,14,336,202,148,BASICO,ZOLO JEANS,TALLAS 30/2 32/4 34/3 36/2 38/1 - KHAKI,MINIMO DE COMPRA 12 PZ,10,"SLIM, 5-POCKET"
1083025,5-Pocket Twill Pants (183-11)  - OLIVE,10,"BASICO, 183 TWILL",_616245029388,HOMBRES,PANTALON,24,302,0,0,302,BASICO,ZOLO JEANS,TALLAS 30/2 32/4 34/3 36/2 38/1 - OLIVE,MINIMO DE COMPRA 12 PZ,10,"SLIM, 5-POCKET"
1083026,5-Pocket Twill Pants (183-11)  - LT KH,10,"BASICO, 183 TWILL",_616245029395,HOMBRES,PANTALON,24,83,384,384,83,BASICO,ZOLO JEANS,TALLAS 30/2 32/4 34/3 36/2 38/1 - LT KHA,MINIMO DE COMPRA 12 PZ,10,"SLIM, 5-POCKET"
1083027,5-Pocket Twill Pants (183-11)  - RUST,10,"BASICO, 183 TWILL",_616245029401,HOMBRES,PANTALON,24,185,0,0,185,BASICO,ZOLO JEANS,TALLAS 30/2 32/4 34/3 36/2 38/1 - RUST,MINIMO DE COMPRA 12 PZ,10,"SLIM, 5-POCKET"
1083028,5-Pocket Twill Pants (183-11) - BROWN,10,"BASICO, 183 TWILL",_616245029418,HOMBRES,PANTALON,24,24,288,312,0,BASICO,ZOLO JEANS,TALLAS 30/2 32/4 34/3 36/2 38/1 - BROWN,MINIMO DE COMPRA 12 PZ,10,"SLIM, 5-POCKET"
1083030,5-Pocket Twill Pants (183-11) -DK NAV,10,"BASICO, 183 TWILL",_616245029432,HOMBRES,PANTALON,48,77,0,24,53,BASICO,ZOLO JEANS,TALLAS 30/2 32/4 34/3 36/2 38/1 - DK NAV,MINIMO DE COMPRA 12 PZ,10,"SLIM, 5-POCKET"
1083031,5-Pocket Twill Pants (183-11) - BLACK,10,"BASICO, 183 TWILL",_616245029449,HOMBRES,PANTALON,24,15,624,528,111,BASICO,ZOLO JEANS,TALLAS 30/2 32/4 34/3 36/2 38/1 - BLACK,MINIMO DE COMPRA 12 PZ,10,"SLIM, 5-POCKET"
1083033,5-Pocket Twill Pants (183-11) - MID KH,10,"BASICO, 183 TWILL",_0616245029463,HOMBRES,PANTALON,24,0,336,504,-168,BASICO,ZOLO JEANS,TALLAS 30/2 32/4 34/3 36/2 38/1 MID KHAKI,MINIMO DE COMPRA 12 PZ,10,"SLIM, 5-POCKET"
1083151,Pantalon Light Chino -  (1) -9 LT KHAKI,11,"BASICO, LIGHT CHINO",_616245040338,HOMBRES,PANTALON,24,144,480,144,480,BASICO,ZOLO JEANS,BASICO TALLAS 30/2 32/4 34/3 36/2 38/1,MINIMO DE COMPRA 12 PZ,11,"SLIM, CHINO"
1083152,Pantalon Light Chino -  (1) -18 BLACK,11,"BASICO, LIGHT CHINO",_616245040345,HOMBRES,PANTALON,24,2,960,516,446,BASICO,ZOLO JEANS,TALLAS 30/2 32/4 34/3 36/2 38/1,MINIMO DE COMPRA 12 PZ,11,"SLIM, CHINO"
1083153,Pantalon Light Chino -  (1) -30 KHAKI,11,"BASICO, LIGHT CHINO",_616245040352,HOMBRES,PANTALON,24,0,720,348,372,BASICO,ZOLO JEANS,TALLAS 30/2 32/4 34/3 36/2 38/1,MINIMO DE COMPRA 12 PZ,11,"SLIM, CHINO"
1083154,Pantalon Light Chino -  (1) -33 DK KHAKI,11,"BASICO, LIGHT CHINO",_616245040369,HOMBRES,PANTALON,24,22,480,325,177,BASICO,ZOLO JEANS,TALLAS 30/2 32/4 34/3 36/2 38/1,MINIMO DE COMPRA 12 PZ,11,"SLIM, CHINO"
1083155,Pantalon Light Chino -  (1) -41 OLIVE,11,"BASICO, LIGHT CHINO",_616245040376,HOMBRES,PANTALON,24,209,0,168,41,BASICO,ZOLO JEANS,TALLAS 30/2 32/4 34/3 36/2 38/1,MINIMO DE COMPRA 12 PZ,11,"SLIM, CHINO"
1083156,Pantalon Light Chino -  (1) -46 NAVY,11,"BASICO, LIGHT CHINO",_616245040383,HOMBRES,PANTALON,24,81,192,24,249,BASICO,ZOLO JEANS,TALLAS 30/2 32/4 34/3 36/2 38/1,MINIMO DE COMPRA 12 PZ,11,"SLIM, CHINO"
1083158,Pantalon Heavy Chino (2) - 14 NAVY,11,"BASICO, HEAVY CHINO",_616245040406,HOMBRES,PANTALON,24,311,0,0,311,BASICO,ZOLO JEANS,TALLAS 30/2 32/4 34/3 36/2 38/1,MINIMO DE COMPRA 12 PZ,11,"SLIM, CHINO"
1083158R,Mens Straight Fit Chino  999-14 Navy,11.5,,_601202174034,HOMBRES,PANTALON,24,188,0,96,92,BASICO,ZOLO JEANS,SOLID COLOR SIZES: 30/2 32/3 34/4 36/2 38/1,,0,REGULAR
1083159,Pantalon Heavy Chino (2) - 02 LT KHAKI,11,"BASICO, HEAVY CHINO",_616245040413,HOMBRES,PANTALON,24,36,576,600,12,BASICO,ZOLO JEANS,TALLAS 30/2 32/4 34/3 36/2 38/1,MINIMO DE COMPRA 12 PZ,11,"SLIM, CHINO"
1083159RX,Mens Straight Fit Chino XL 999-02 Lt Kha,12,,_601202174126,PAPA SIZE,PANTALON,24,107,0,48,59,BASICO,ZOLO JEANS,SOLID COLOR SIZES: 40/4 42/5 44/3,,0,REGULAR
1083160,Pantalon Heavy Chino (2) - 07 DK KHAKI,11,"BASICO, HEAVY CHINO",_616245040420,HOMBRES,PANTALON,24,144,480,840,-216,BASICO,ZOLO JEANS,TALLAS 30/2 32/4 34/3 36/2 38/1,MINIMO DE COMPRA 12 PZ,11,"SLIM, CHINO"
1083160R,Mens Straight Fit Chino  999-07 Dk Khaki,11.5,,_601202174058,HOMBRES,PANTALON,24,132,0,96,36,BASICO,ZOLO JEANS,SOLID COLOR SIZES: 30/2 32/3 34/4 36/2 38/1,,0,REGULAR
1083160RX,Mens Straight Fit Chino XL 999-07 Dk Kha,12,,_601202174133,PAPA SIZE,PANTALON,24,228,0,72,156,BASICO,ZOLO JEANS,Solid Color Sizes: 40/4 42/4 44/4,,0,REGULAR
1083161,Pantalon Heavy Chino (2) - 17 DK OLIVE,11,"BASICO, HEAVY CHINO",_616245040437,HOMBRES,PANTALON,24,60,144,240,-36,BASICO,ZOLO JEANS,TALLAS 30/2 32/4 34/3 36/2 38/1,MINIMO DE COMPRA 12 PZ,11,"SLIM, CHINO"
1083162,Pantalon Heavy Chino (2) - 18 BLACK,11,"BASICO, HEAVY CHINO",_616245040444,HOMBRES,PANTALON,24,39,960,888,111,BASICO,ZOLO JEANS,TALLAS 30/2 32/3 34/4 36/2 38/1,MINIMO DE COMPRA 12 PZ,11,"SLIM, CHINO"
1083301.3,JEANS BASICO NEW - REG FIT - MID BLUE T.,10,BASICO,_601202143160,HOMBRES,JEANS BASICO,24,31,48,0,79,BASICO,ZOLO JEANS,Solid Color Size: 30/2 32/4 34/3 36/2 38,MINIMO DE COMPRA 12 PZ,10,"REGULAR, TALLA 30"
1083301.32,Jeans Basico New - Reg Fit - Mid Blue T.,10,BASICO,_601202143177,HOMBRES,JEANS BASICO,24,0,384,0,384,BASICO,ZOLO JEANS,Solid Color Size: 30/2 32/4 34/3 36/2 38,MINIMO DE COMPRA 12 PZ,10,"REGULAR, TALLA 32"
1083301.34,Jeans Basico New - Reg Fit - Mid Blue T.,10,BASICO,_601202143184,HOMBRES,JEANS BASICO,24,14,336,24,326,BASICO,ZOLO JEANS,Solid Color Size: 30/2 32/4 34/3 36/2 38,MINIMO DE COMPRA 12 PZ,10,"REGULAR, TALLA 34"
1083301.36,Jeans Basico New - Reg Fit - Mid Blue T.,10,BASICO,_601202143191,HOMBRES,JEANS BASICO,24,18,288,24,282,BASICO,ZOLO JEANS,Solid Color Size: 30/2 32/4 34/3 36/2 38,MINIMO DE COMPRA 12 PZ,10,"REGULAR, TALLA 36"
1083301.38,Jeans Basico New - Reg Fit - Mid Blue T.,10,BASICO,_601202143207,HOMBRES,JEANS BASICO,24,52,144,96,100,BASICO,ZOLO JEANS,Solid Color Size: 30/2 32/4 34/3 36/2 38,MINIMO DE COMPRA 12 PZ,10,"REGULAR, TALLA 38"
1083301.4,JEANS BASICO NEW - REGULAR FIT,10,BASICO,,HOMBRES,JEANS BASICO,24,84,0,0,84,BASICO,ZOLO JEANS,SOLID COLOR SIZE: 30/2 32/4 34/3 36/2 38,MINIMO DE COMPRA 12 PZ,10,"REGULAR, TALLA 40"
1083301.44,New Zolo Basic Jeans - Reg Fit - Mid Blu,10,BASICO,_601202122967,HOMBRES,JEANS BASICO,48,25,0,0,25,BASICO,ZOLO JEANS,Solid Color Size: 30/2 32/4 34/3 36/2 38,MINIMO DE COMPRA 12 PZ,10,"REGULAR, TALLA 44"
1083302.3,JEANS BASICO NEW - REGULAR FIT - DK BLUE,10,BASICO,_601202143214,HOMBRES,JEANS BASICO,24,202,624,114,712,BASICO,ZOLO JEANS,Solid Color Size: 30/2 32/4 34/3 36/2 38,MINIMO DE COMPRA 12 PZ,10,"REGULAR, TALLA 30"
1083302.32,Jeans Basico New - Regular Fit - Dk Blue,10,BASICO,_601202143221,HOMBRES,JEANS BASICO,24,15,2880,596,2299,BASICO,ZOLO JEANS,Solid Color Size: 30/2 32/4 34/3 36/2 38,MINIMO DE COMPRA 12 PZ,10,"REGULAR, TALLA 32"
1083302.34,Jeans Basico New - Regular Fit - Dk Blue,10,BASICO,_601202143238,HOMBRES,JEANS BASICO,24,0,3000,772,2228,BASICO,ZOLO JEANS,Solid Color Size: 30/2 32/4 34/3 36/2 38,MINIMO DE COMPRA 12 PZ,10,"REGULAR, TALLA 34"
1083302.36,Jeans Basico New - Regular Fit - Dk Blue,10,BASICO,_601202143245,HOMBRES,JEANS BASICO,24,53,2976,772,2257,BASICO,ZOLO JEANS,Solid Color Size: 30/2 32/4 34/3 36/2 38,MINIMO DE COMPRA 12 PZ,10,"REGULAR, TALLA 36"
1083302.38,Jeans Basico New - Regular Fit - Dk Blue,10,BASICO,_601202143252,HOMBRES,JEANS BASICO,24,0,2160,674,1486,BASICO,ZOLO JEANS,Solid Color Size: 30/2 32/4 34/3 36/2 38,MINIMO DE COMPRA 12 PZ,10,"REGULAR, TALLA 38"
1083302.4,JEANS BASICO NEW - REGULAR FIT - DK BLUE,10,BASICO,,HOMBRES,JEANS BASICO,24,389,960,376,973,BASICO,ZOLO JEANS,SOLID COLOR SIZE: 30/2 32/4 34/3 36/2 38,MINIMO DE COMPRA 12 PZ,10,"REGULAR, TALLA 40"
1083302.42,New Zolo Basic Jeans - Reg Fit - Dk Blue,10,BASICO,_601202122974,HOMBRES,JEANS BASICO,24,0,1152,496,656,BASICO,ZOLO JEANS,Solid Color Size: 30/2 32/4 34/3 36/2 38,MINIMO DE COMPRA 12 PZ,10,"REGULAR, TALLA 42"
1083302.44,New Zolo Basic Jeans - Reg Fit - Dk Blue,10,BASICO,_601202122974,HOMBRES,JEANS BASICO,24,0,1152,424,728,BASICO,ZOLO JEANS,Solid Color Size: 30/2 32/4 34/3 36/2 38,MINIMO DE COMPRA 12 PZ,10,"REGULAR, TALLA 44"
1083303.3,JEANS BASICO NEW - REGULAR FIT - BLACK,10,BASICO,_601202143269,HOMBRES,JEANS BASICO,24,171,672,126,717,BASICO,ZOLO JEANS,Solid Color Size: 30/2 32/4 34/3 36/2 38,MINIMO DE COMPRA 12 PZ,10,"REGULAR, TALLA 30"
1083303.32,Jeans Basico New - Regular Fit - Black T,10,BASICO,_601202143276,HOMBRES,JEANS BASICO,24,9,2736,649,2096,BASICO,ZOLO JEANS,Solid Color Size: 30/2 32/4 34/3 36/2 38,MINIMO DE COMPRA 12 PZ,10,"REGULAR, TALLA 32"
1083303.34,Jeans Basico New - Regular Fit - Black T,10,BASICO,_601202143283,HOMBRES,JEANS BASICO,24,3,3072,855,2220,BASICO,ZOLO JEANS,Solid Color Size: 30/2 32/4 34/3 36/2 38,MINIMO DE COMPRA 12 PZ,10,"REGULAR, TALLA 34"
1083303.36,Jeans Basico New - Regular Fit - Black T,10,BASICO,_601202143290,HOMBRES,JEANS BASICO,24,456,2640,962,2134,BASICO,ZOLO JEANS,Solid Color Size: 30/2 32/4 34/3 36/2 38,MINIMO DE COMPRA 12 PZ,10,"REGULAR, TALLA 36"
1083303.38,New Zolo Basic Jeans - Reg Fit - Black 3,10,BASICO,_601202143306,HOMBRES,JEANS BASICO,24,17,2208,948,1277,BASICO,ZOLO JEANS,Solid Color Size: 30/2 32/4 34/3 36/2 38,MINIMO DE COMPRA 12 PZ,10,"REGULAR, TALLA 38"
1083303.4,NEW ZOLO BASIC JEANS - REGULAR FIT,10,BASICO,,HOMBRES,JEANS BASICO,24,0,1152,402,750,BASICO,ZOLO JEANS,SOLID COLOR SIZE: 30/2 32/4 34/3 36/2 38,MINIMO DE COMPRA 12 PZ,10,"REGULAR, TALLA 40"
1083303.42,New Zolo Basic Jeans - Reg Fit - Black 4,10,BASICO,_601202122981,HOMBRES,JEANS BASICO,24,35,1104,498,641,BASICO,ZOLO JEANS,Solid Color Size: 30/2 32/4 34/3 36/2 38,MINIMO DE COMPRA 12 PZ,10,"REGULAR, TALLA 42"
1083303.44,New Zolo Basic Jeans - Reg Fit - Black 4,10,BASICO,_601202122981,HOMBRES,JEANS BASICO,24,9,1104,426,687,BASICO,ZOLO JEANS,Solid Color Size: 30/2 32/4 34/3 36/2 38,MINIMO DE COMPRA 12 PZ,10,"REGULAR, TALLA 44"
1083304.3,NEW ZOLO BASIC JEANS - REG FIT - ROYAL,10,BASICO,,HOMBRES,JEANS BASICO,24,57,480,60,477,BASICO,ZOLO JEANS,SOLID COLOR SIZE: 30/2 32/4 34/3 36/2 38,MINIMO DE COMPRA 12 PZ,10,"REGULAR, TALLA 30"
1083304.32,New Zolo Basic Jeans - Reg Fit - Royal 3,10,BASICO,_601202122998,HOMBRES,JEANS BASICO,24,0,2256,921,1335,BASICO,ZOLO JEANS,Solid Color Size: 30/2 32/4 34/3 36/2 38,MINIMO DE COMPRA 12 PZ,10,"REGULAR, TALLA 32"
1083304.34,New Zolo Basic Jeans - Reg Fit - Royal 3,10,BASICO,_601202122998,HOMBRES,JEANS BASICO,24,0,2256,587,1669,BASICO,ZOLO JEANS,Solid Color Size: 30/2 32/4 34/3 36/2 38,MINIMO DE COMPRA 12 PZ,10,"REGULAR, TALLA 34"
1083304.36,New Zolo Basic Jeans - Reg Fit - Royal 3,10,BASICO,_601202122998,HOMBRES,JEANS BASICO,24,8,2160,694,1474,BASICO,ZOLO JEANS,Solid Color Size: 30/2 32/4 34/3 36/2 38,MINIMO DE COMPRA 12 PZ,10,"REGULAR, TALLA 36"
1083304.38,New Zolo Basic Jeans - Reg Fit - Royal 3,10,BASICO,_601202122998,HOMBRES,JEANS BASICO,24,0,1632,622,1010,BASICO,ZOLO JEANS,Solid Color Size: 30/2 32/4 34/3 36/2 38,MINIMO DE COMPRA 12 PZ,10,"REGULAR, TALLA 38"
1083304.4,NEW ZOLO BASIC JEANS - REGULAR FIT,10,BASICO,,HOMBRES,JEANS BASICO,24,144,864,338,670,BASICO,ZOLO JEANS,SOLID COLOR SIZE: 30/2 32/4 34/3 36/2 38,MINIMO DE COMPRA 12 PZ,10,"REGULAR, TALLA 40"
1083304.42,New Zolo Basic Jeans - Reg Fit - Royal 4,10,BASICO,_601202122998,HOMBRES,JEANS BASICO,24,0,864,410,454,BASICO,ZOLO JEANS,Solid Color Size: 30/2 32/4 34/3 36/2 38,MINIMO DE COMPRA 12 PZ,10,"REGULAR, TALLA 42"
1083304.44,New Zolo Basic Jeans - Reg Fit - Royal 4,10,BASICO,_601202122998,HOMBRES,JEANS BASICO,24,35,864,362,537,BASICO,ZOLO JEANS,Solid Color Size: 30/2 32/4 34/3 36/2 38,MINIMO DE COMPRA 12 PZ,10,"REGULAR, TALLA 44"
1083305,Jeans Basico New - Regular Fit - Navy,10,BASICO,_601202123001,HOMBRES,JEANS BASICO,48,296,0,0,296,BASICO,ZOLO JEANS,Solid Color Size: 30/2 32/4 34/3 36/2 38,MINIMO DE COMPRA 12 PZ,10,REGULAR
1083305.3,New Zolo Basic Jeans - Reg Fit - Navy 30,10,,_601202123001,HOMBRES,JEANS,48,0,384,0,384,BASICO,ZOLO JEANS,Solid Color Solid Size Pack,,0,REGULAR
1083305.32,New Zolo Basic Jeans - Reg Fit - Navy 32,10,,_601202123001,HOMBRES,JEANS,48,0,624,0,624,BASICO,ZOLO JEANS,Solid Color Solid Size Pack,,0,REGULAR
1083305.34,New Zolo Basic Jeans - Reg Fit - Navy 34,10,,_601202123001,HOMBRES,JEANS,48,0,720,0,720,BASICO,ZOLO JEANS,Solid Color Solid Size Pack,,0,REGULAR
1083305.36,New Zolo Basic Jeans - Reg Fit - Navy 36,10,,_601202123001,HOMBRES,JEANS,48,0,720,0,720,BASICO,ZOLO JEANS,Solid Color Solid Size Pack,,0,REGULAR
1083305.38,New Zolo Basic Jeans - Reg Fit - Navy 38,10,,_601202123001,HOMBRES,JEANS,48,0,480,0,480,BASICO,ZOLO JEANS,Solid Color Solid Size Pack,,0,REGULAR
1083305.4,New Zolo Basic Jeans - Reg Fit - Navy 40,10,,_601202123001,HOMBRES,JEANS,48,0,288,0,288,BASICO,ZOLO JEANS,Solid Color Solid Size Pack,,0,REGULAR
